Geneid	Chr	Start	End	Strand	Length	unmapped_Ac/bam/sorted/VG1_S1
PFLU_1684	NC_012660.1	1848656	1849450	+	795	73
PFLU_1685	NC_012660.1	1849459	1849818	-	360	15
PFLU_1686	NC_012660.1	1851223	1855938	-	4716	49
PFLU_1687	NC_012660.1	1856140	1857618	-	1479	28
PFLU_1688	NC_012660.1	1857718	1858521	-	804	36
PFLU_1689	NC_012660.1	1858757	1860175	+	1419	456
PFLU_1690	NC_012660.1	1860282	1860713	+	432	51
PFLU_1691	NC_012660.1	1860886	1861272	+	387	376
PFLU_1692	NC_012660.1	1861283	1863010	-	1728	60
PFLU_1693	NC_012660.1	1863029	1863751	-	723	19
PFLU_1694	NC_012660.1	1863751	1864674	-	924	22
PFLU_1695	NC_012660.1	1864894	1865877	+	984	20
PFLU_1696	NC_012660.1	1865993	1866463	+	471	47
PFLU_1697	NC_012660.1	1866515	1869022	-	2508	124
PFLU_1698	NC_012660.1	1869025	1869705	-	681	14
PFLU_1699	NC_012660.1	1869716	1870318	+	603	68
PFLU_1700	NC_012660.1	1870368	1870670	+	303	10
PFLU_1701	NC_012660.1	1870747	1871709	+	963	125
PFLU_1702	NC_012660.1	1871900	1872148	-	249	7306
PFLU_1703	NC_012660.1	1872696	1873040	+	345	412
PFLU_1704	NC_012660.1	1873111	1874205	-	1095	478
PFLU_1705	NC_012660.1	1874319	1874750	-	432	61
PFLU_1706	NC_012660.1	1874749	1875132	+	384	26
PFLU_1707	NC_012660.1	1875132	1876091	+	960	56
PFLU_1708	NC_012660.1	1876110	1877012	+	903	40
PFLU_1709	NC_012660.1	1877086	1877583	+	498	108
PFLU_1710	NC_012660.1	1877690	1878661	+	972	219
PFLU_1711	NC_012660.1	1878719	1879198	-	480	35
PFLU_1712	NC_012660.1	1879207	1879665	-	459	48
PFLU_1713	NC_012660.1	1879705	1880835	+	1131	42
PFLU_1714	NC_012660.1	1880888	1881457	+	570	635
PFLU_1715	NC_012660.1	1881529	1882542	-	1014	17
PFLU_1716	NC_012660.1	1882574	1882990	-	417	3
PFLU_1717	NC_012660.1	1883228	1883677	-	450	62
PFLU_1718	NC_012660.1	1883760	1884707	-	948	7
PFLU_1719	NC_012660.1	1884817	1885563	+	747	18
PFLU_1720	NC_012660.1	1885559	1886410	-	852	37
PFLU_1721	NC_012660.1	1886427	1886711	+	285	1
PFLU_1722	NC_012660.1	1886760	1887986	+	1227	66
PFLU_1723	NC_012660.1	1888124	1889467	-	1344	99
PFLU_1724	NC_012660.1	1889592	1890344	+	753	49
PFLU_1725	NC_012660.1	1890454	1891242	-	789	26
PFLU_1726	NC_012660.1	1891666	1893336	+	1671	306
PFLU_1727	NC_012660.1	1893467	1894231	-	765	14
PFLU_1728	NC_012660.1	1894335	1894988	+	654	38
PFLU_1730	NC_012660.1	1896299	1897183	-	885	481
PFLU_1731	NC_012660.1	1897491	1898699	-	1209	104
PFLU_1732	NC_012660.1	1898902	1899291	+	390	246
PFLU_1732A	NC_012660.1	1899550	1900479	+	930	114
PFLU_1734	NC_012660.1	1900686	1901168	+	483	28
PFLU_1735	NC_012660.1	1901168	1901644	+	477	20
PFLU_1736	NC_012660.1	1901604	1903949	-	2346	101
PFLU_1737	NC_012660.1	1904075	1904962	+	888	94
PFLU_1738	NC_012660.1	1904962	1905441	+	480	20
PFLU_1739	NC_012660.1	1905473	1909117	-	3645	65
PFLU_1740	NC_012660.1	1909117	1909740	-	624	7
PFLU_1741	NC_012660.1	1909994	1910392	-	399	5
PFLU_1742	NC_012660.1	1910570	1911898	-	1329	53
PFLU_1743	NC_012660.1	1911973	1913133	-	1161	12
PFLU_1744	NC_012660.1	1913312	1913650	-	339	189
PFLU_1745	NC_012660.1	1913650	1914030	-	381	174
PFLU_1746	NC_012660.1	1914037	1914348	-	312	458
PFLU_1747	NC_012660.1	1914696	1915901	+	1206	52
PFLU_1748	NC_012660.1	1915894	1917627	-	1734	21
PFLU_1749	NC_012660.1	1917778	1918011	+	234	47
PFLU_1750	NC_012660.1	1918093	1918422	+	330	54
PFLU_1751	NC_012660.1	1918497	1919384	+	888	53
PFLU_1752	NC_012660.1	1919446	1919664	-	219	497
PFLU_1753	NC_012660.1	1919747	1920346	-	600	16
PFLU_1754	NC_012660.1	1920423	1920959	+	537	55
PFLU_1755	NC_012660.1	1920946	1922169	+	1224	109
PFLU_1756	NC_012660.1	1922427	1922753	-	327	36
PFLU_1757	NC_012660.1	1922753	1924327	-	1575	41
PFLU_1758	NC_012660.1	1924528	1925160	+	633	33
PFLU_1759	NC_012660.1	1925160	1925825	+	666	33
PFLU_1760	NC_012660.1	1925915	1926667	+	753	33
PFLU_1761	NC_012660.1	1926667	1926840	+	174	0
PFLU_1762	NC_012660.1	1926840	1927292	+	453	12
PFLU_1763	NC_012660.1	1927299	1929284	+	1986	95
PFLU_1764	NC_012660.1	1929284	1929817	+	534	26
PFLU_1765	NC_012660.1	1929817	1930287	+	471	19
PFLU_1766	NC_012660.1	1930283	1931467	+	1185	35
PFLU_1767	NC_012660.1	1931486	1931878	+	393	57
PFLU_1768	NC_012660.1	1932076	1932363	-	288	13
PFLU_1769	NC_012660.1	1932910	1934427	-	1518	193
PFLU_1770	NC_012660.1	1934517	1935386	-	870	153
PFLU_1771	NC_012660.1	1935386	1937452	-	2067	273
PFLU_1772	NC_012660.1	1937452	1937790	-	339	43
PFLU_1773	NC_012660.1	1937835	1939103	-	1269	283
PFLU_1774	NC_012660.1	1939120	1939977	-	858	191
PFLU_1775	NC_012660.1	1939977	1941407	-	1431	724
PFLU_1777	NC_012660.1	1942358	1943188	+	831	1
PFLU_1778	NC_012660.1	1943224	1944222	+	999	2
PFLU_1779	NC_012660.1	1944397	1945176	+	780	0
PFLU_1780	NC_012660.1	1945216	1945917	+	702	1
PFLU_1781	NC_012660.1	1945920	1946366	+	447	0
PFLU_1782	NC_012660.1	1946369	1946956	+	588	0
PFLU_1783	NC_012660.1	1946959	1948032	+	1074	0
PFLU_1784	NC_012660.1	1948028	1948867	+	840	1
PFLU_1785	NC_012660.1	1948867	1949664	+	798	2
PFLU_1786	NC_012660.1	1949664	1950383	+	720	2
PFLU_1787	NC_012660.1	1950376	1951518	+	1143	19
PFLU_1788	NC_012660.1	1951521	1952090	+	570	23
PFLU_1789	NC_012660.1	1952084	1952830	+	747	15
PFLU_1790	NC_012660.1	1952870	1953760	-	891	13
PFLU_1791	NC_012660.1	1953967	1954137	+	171	10
PFLU_1792	NC_012660.1	1954152	1954553	+	402	15
PFLU_1793	NC_012660.1	1954946	1956475	+	1530	537
PFLU_1794	NC_012660.1	1956491	1957684	-	1194	49
PFLU_1795	NC_012660.1	1957861	1958472	+	612	17
PFLU_1796	NC_012660.1	1958597	1959598	-	1002	87
PFLU_1797	NC_012660.1	1959707	1960528	-	822	74
PFLU_1798	NC_012660.1	1960563	1961435	-	873	5
PFLU_1799	NC_012660.1	1961473	1962885	-	1413	11
PFLU_1800	NC_012660.1	1962878	1964155	-	1278	10
PFLU_1801	NC_012660.1	1964217	1965104	-	888	6
PFLU_1802	NC_012660.1	1965253	1966032	-	780	29
PFLU_1803	NC_012660.1	1966046	1967818	-	1773	50
PFLU_1804	NC_012660.1	1968075	1968512	+	438	3
PFLU_1805	NC_012660.1	1968635	1969237	-	603	145
PFLU_1806	NC_012660.1	1969372	1970283	+	912	19
PFLU_1807	NC_012660.1	1970458	1970886	-	429	14
PFLU_1808	NC_012660.1	1971152	1971937	-	786	89
PFLU_1809	NC_012660.1	1971933	1973228	-	1296	201
PFLU_1810	NC_012660.1	1973465	1973830	+	366	28
PFLU_1811	NC_012660.1	1973918	1975501	-	1584	89
PFLU_1812	NC_012660.1	1975801	1976649	+	849	292
PFLU_1813	NC_012660.1	1976915	1977223	+	309	222
PFLU_1814	NC_012660.1	1977223	1978878	+	1656	363
PFLU_1815	NC_012660.1	1979153	1980439	-	1287	752
PFLU_1816	NC_012660.1	1980805	1981176	+	372	1066
PFLU_1817	NC_012660.1	1981173	1981538	+	366	460
PFLU_1818	NC_012660.1	1981545	1983314	+	1770	1302
PFLU_1819	NC_012660.1	1983329	1984030	+	702	1284
PFLU_1820	NC_012660.1	1984295	1987123	+	2829	2630
PFLU_1821	NC_012660.1	1987171	1988394	+	1224	866
PFLU_1822	NC_012660.1	1988497	1989930	+	1434	1727
PFLU_1823	NC_012660.1	1990138	1991301	+	1164	1513
PFLU_1824	NC_012660.1	1991304	1992182	+	879	1155
PFLU_1825	NC_012660.1	1992598	1993908	+	1311	53
PFLU_1826	NC_012660.1	1994108	1994842	+	735	25
PFLU_1827	NC_012660.1	1994939	1995187	-	249	1002
PFLU_1828	NC_012660.1	1995346	1995819	+	474	19
PFLU_1829	NC_012660.1	1995819	1996268	+	450	16
PFLU_1830	NC_012660.1	1996355	1998262	+	1908	638
PFLU_1831	NC_012660.1	1998329	1999057	+	729	90
PFLU_1832	NC_012660.1	1999162	2000025	-	864	48
PFLU_1833	NC_012660.1	2000093	2000506	-	414	111
PFLU_1834	NC_012660.1	2000650	2001669	+	1020	37
PFLU_1835	NC_012660.1	2001836	2003053	-	1218	774
PFLU_1836	NC_012660.1	2003068	2003580	-	513	872
PFLU_1837	NC_012660.1	2003833	2005731	-	1899	92
PFLU_1838	NC_012660.1	2005731	2006639	-	909	22
PFLU_1839	NC_012660.1	2006662	2008779	-	2118	130
PFLU_1840	NC_012660.1	2008975	2009997	+	1023	148
PFLU_1841	NC_012660.1	2010011	2010355	+	345	22
PFLU_1842	NC_012660.1	2010355	2010801	+	447	71
PFLU_1843	NC_012660.1	2010890	2012536	+	1647	56
PFLU_1844	NC_012660.1	2012570	2013010	+	441	52
PFLU_1845	NC_012660.1	2013111	2013911	+	801	84
PFLU_1846	NC_012660.1	2013911	2014762	+	852	39
PFLU_1847	NC_012660.1	2014868	2015683	+	816	43
PFLU_1848	NC_012660.1	2015759	2016817	+	1059	43
PFLU_1849	NC_012660.1	2016878	2017915	-	1038	40
PFLU_1850	NC_012660.1	2017915	2018631	-	717	39
PFLU_1851	NC_012660.1	2018938	2019633	+	696	54
PFLU_1852	NC_012660.1	2019708	2020712	-	1005	126
PFLU_1853	NC_012660.1	2020942	2021700	+	759	108
PFLU_1854	NC_012660.1	2021907	2023316	+	1410	59
PFLU_1855	NC_012660.1	2023434	2025398	+	1965	111
PFLU_1856	NC_012660.1	2025441	2026250	-	810	124
PFLU_1858	NC_012660.1	2027526	2028293	-	768	182
PFLU_1859	NC_012660.1	2029171	2030904	-	1734	62
PFLU_1860	NC_012660.1	2031121	2032857	-	1737	175
PFLU_1861	NC_012660.1	2033030	2033527	-	498	42
PFLU_1862	NC_012660.1	2033658	2034281	-	624	24
PFLU_1863	NC_012660.1	2034371	2035351	+	981	15
PFLU_1864	NC_012660.1	2035464	2035868	-	405	14
PFLU_1865	NC_012660.1	2035947	2038397	-	2451	546
PFLU_1866	NC_012660.1	2038583	2039239	+	657	112
PFLU_1867	NC_012660.1	2039300	2039914	+	615	181
PFLU_1868	NC_012660.1	2040053	2040982	+	930	72
PFLU_1869	NC_012660.1	2040982	2041758	+	777	66
PFLU_1870	NC_012660.1	2041896	2042432	-	537	10
PFLU_1871	NC_012660.1	2042518	2043714	+	1197	11
PFLU_1872	NC_012660.1	2043763	2044071	+	309	31
PFLU_1873	NC_012660.1	2044182	2045327	+	1146	23
PFLU_1874	NC_012660.1	2045398	2047263	+	1866	93
PFLU_1875	NC_012660.1	2047380	2047691	-	312	64
PFLU_1876	NC_012660.1	2047801	2048763	-	963	47
PFLU_1877	NC_012660.1	2048906	2049823	-	918	67
PFLU_1878	NC_012660.1	2050736	2052046	+	1311	60
PFLU_1879	NC_012660.1	2052462	2054039	+	1578	301
PFLU_1880	NC_012660.1	2054039	2055070	+	1032	208
PFLU_1881	NC_012660.1	2055070	2056125	+	1056	133
PFLU_1881A	NC_012660.1	2056125	2056970	+	846	206
PFLU_1883	NC_012660.1	2056981	2059593	+	2613	286
PFLU_1884	NC_012660.1	2059818	2060147	+	330	30
PFLU_1885	NC_012660.1	2060228	2061265	-	1038	138
PFLU_1886	NC_012660.1	2061378	2061638	+	261	92
PFLU_1887	NC_012660.1	2061851	2063428	+	1578	125
PFLU_1888	NC_012660.1	2063428	2064174	+	747	50
PFLU_1890	NC_012660.1	2064644	2065021	-	378	560
PFLU_1891	NC_012660.1	2065344	2066630	-	1287	1252
PFLU_1892	NC_012660.1	2066637	2068031	-	1395	846
PFLU_1893	NC_012660.1	2068087	2068590	-	504	321
PFLU_1894	NC_012660.1	2068590	2068907	-	318	163
PFLU_1895	NC_012660.1	2068954	2070162	-	1209	1210
PFLU_1896	NC_012660.1	2070249	2071238	-	990	783
PFLU_1897	NC_012660.1	2071400	2072293	-	894	117
PFLU_1898	NC_012660.1	2072409	2073575	+	1167	696
PFLU_1899	NC_012660.1	2073590	2074195	-	606	117
PFLU_1900	NC_012660.1	2074241	2075665	+	1425	207
PFLU_1901	NC_012660.1	2075672	2076676	+	1005	94
PFLU_1902	NC_012660.1	2076814	2077362	-	549	71
PFLU_1903	NC_012660.1	2077480	2078760	-	1281	69
PFLU_1903A	NC_012660.1	2078837	2079187	-	351	5
PFLU_1905	NC_012660.1	2079282	2079545	-	264	4
PFLU_1906	NC_012660.1	2079591	2079911	-	321	8
PFLU_1907	NC_012660.1	2079998	2080360	-	363	3
PFLU_1908	NC_012660.1	2080360	2081703	-	1344	51
PFLU_1909	NC_012660.1	2081955	2082275	-	321	94
PFLU_1910	NC_012660.1	2082473	2082805	+	333	22
PFLU_1911	NC_012660.1	2082870	2084414	+	1545	139
PFLU_1912	NC_012660.1	2084641	2085786	-	1146	679
PFLU_1913	NC_012660.1	2085952	2087205	-	1254	326
PFLU_1914	NC_012660.1	2087699	2091589	+	3891	538
PFLU_1915	NC_012660.1	2091923	2093644	-	1722	55
PFLU_1916	NC_012660.1	2093779	2094060	+	282	104
PFLU_1917	NC_012660.1	2094204	2095253	-	1050	26
PFLU_1918	NC_012660.1	2095369	2095608	+	240	8
PFLU_1919	NC_012660.1	2096077	2096439	+	363	258
PFLU_1920	NC_012660.1	2096454	2098007	-	1554	112
PFLU_1921	NC_012660.1	2098021	2098326	-	306	4
PFLU_1922	NC_012660.1	2098333	2099712	-	1380	11
PFLU_1923	NC_012660.1	2099712	2100665	-	954	6
PFLU_1924	NC_012660.1	2100774	2101025	-	252	71
PFLU_1925	NC_012660.1	2101276	2101464	+	189	38
PFLU_1927	NC_012660.1	2102003	2104750	-	2748	53
PFLU_1928	NC_012660.1	2104753	2105166	-	414	4
PFLU_1929	NC_012660.1	2105132	2106646	-	1515	5
PFLU_1930	NC_012660.1	2106639	2107448	-	810	8
PFLU_1931	NC_012660.1	2107448	2108095	-	648	0
PFLU_1932	NC_012660.1	2108086	2108496	-	411	5
PFLU_1933	NC_012660.1	2108507	2108875	-	369	1
PFLU_1934	NC_012660.1	2108896	2109132	-	237	8
PFLU_1935	NC_012660.1	2109132	2109464	-	333	2
PFLU_1937	NC_012660.1	2110434	2110970	-	537	45
PFLU_1938	NC_012660.1	2111747	2113240	-	1494	68
PFLU_1939	NC_012660.1	2113276	2114217	-	942	66
PFLU_1940	NC_012660.1	2114298	2115299	-	1002	4
PFLU_1941	NC_012660.1	2115557	2116234	+	678	98
PFLU_1942	NC_012660.1	2116237	2117367	-	1131	56
PFLU_1943	NC_012660.1	2117389	2118549	-	1161	9
PFLU_1944	NC_012660.1	2118567	2118926	-	360	2
PFLU_1945	NC_012660.1	2118940	2119869	-	930	6
PFLU_1947	NC_012660.1	2120292	2121203	-	912	46
PFLU_1948	NC_012660.1	2121590	2122603	+	1014	4
PFLU_1949	NC_012660.1	2122639	2123919	+	1281	10
PFLU_1950	NC_012660.1	2123919	2124683	+	765	3
PFLU_1951	NC_012660.1	2124775	2125752	+	978	11
PFLU_1952	NC_012660.1	2125761	2126699	+	939	11
PFLU_1953	NC_012660.1	2126759	2127985	+	1227	14
PFLU_1954	NC_012660.1	2128000	2128776	+	777	8
PFLU_1955	NC_012660.1	2128868	2130337	+	1470	9
PFLU_1958	NC_012660.1	2131135	2131911	+	777	97
PFLU_1960	NC_012660.1	2134146	2134871	-	726	13
PFLU_1961	NC_012660.1	2134912	2137068	-	2157	21
PFLU_1962	NC_012660.1	2137081	2137584	-	504	10
PFLU_1963	NC_012660.1	2137584	2138129	-	546	10
PFLU_1964	NC_012660.1	2138114	2138830	-	717	6
PFLU_1965	NC_012660.1	2138843	2139511	-	669	20
PFLU_1968	NC_012660.1	2140959	2141450	-	492	13
PFLU_1969	NC_012660.1	2141535	2141663	-	129	6
PFLU_1970	NC_012660.1	2141883	2142464	-	582	11
PFLU_1972	NC_012660.1	2143379	2145343	-	1965	13
PFLU_1973	NC_012660.1	2145568	2146035	-	468	2
PFLU_1974	NC_012660.1	2146035	2146550	-	516	4
PFLU_1975	NC_012660.1	2146550	2147302	-	753	6
PFLU_1976	NC_012660.1	2147513	2148700	-	1188	20
PFLU_1977	NC_012660.1	2148700	2149245	-	546	6
PFLU_1978	NC_012660.1	2149245	2150828	-	1584	15
PFLU_1979	NC_012660.1	2150846	2151070	-	225	2
PFLU_1980	NC_012660.1	2151141	2151980	-	840	10
PFLU_1981	NC_012660.1	2151988	2152215	-	228	1
PFLU_1982	NC_012660.1	2152328	2153080	-	753	60
PFLU_1983	NC_012660.1	2153349	2153999	-	651	9
PFLU_1984	NC_012660.1	2154130	2155224	-	1095	109
PFLU_1985	NC_012660.1	2155341	2156258	+	918	170
PFLU_1986	NC_012660.1	2156252	2157442	-	1191	251
PFLU_1987	NC_012660.1	2157442	2158428	-	987	243
PFLU_1987A	NC_012660.1	2158428	2158724	-	297	140
PFLU_1988	NC_012660.1	2158736	2159482	-	747	46
PFLU_1989	NC_012660.1	2159534	2160292	-	759	24
PFLU_1990	NC_012660.1	2160311	2161666	-	1356	66
PFLU_1991	NC_012660.1	2161730	2162608	-	879	47
PFLU_1992	NC_012660.1	2162674	2164029	-	1356	44
PFLU_1993	NC_012660.1	2164333	2165334	+	1002	206
PFLU_1994	NC_012660.1	2165453	2166367	-	915	51
PFLU_1995	NC_012660.1	2166493	2167248	+	756	683
PFLU_1996	NC_012660.1	2167344	2167586	+	243	119
PFLU_1997	NC_012660.1	2167600	2168970	+	1371	558
PFLU_1998	NC_012660.1	2168970	2169839	+	870	388
PFLU_1999	NC_012660.1	2169839	2170810	+	972	272
PFLU_2000	NC_012660.1	2170925	2172244	+	1320	288
PFLU_2001	NC_012660.1	2172420	2173598	+	1179	200
PFLU_2002	NC_012660.1	2173735	2175036	+	1302	359
PFLU_2003	NC_012660.1	2175211	2175606	-	396	68
PFLU_2004	NC_012660.1	2175709	2175894	-	186	28
PFLU_2009	NC_012660.1	2177585	2178958	+	1374	195
PFLU_2010	NC_012660.1	2178993	2179427	+	435	77
PFLU_2011	NC_012660.1	2179602	2180639	+	1038	48
PFLU_2012	NC_012660.1	2180655	2182064	+	1410	68
PFLU_2013	NC_012660.1	2182306	2183712	+	1407	35
PFLU_2014	NC_012660.1	2184426	2185337	-	912	161
PFLU_2015	NC_012660.1	2185498	2186793	+	1296	116
PFLU_2016	NC_012660.1	2186943	2188448	+	1506	53
PFLU_2019	NC_012660.1	2189369	2189983	+	615	128
PFLU_2020	NC_012660.1	2190129	2190350	+	222	61
PFLU_2021	NC_012660.1	2190795	2192432	+	1638	32
PFLU_2022	NC_012660.1	2192523	2194529	+	2007	33
PFLU_2023	NC_012660.1	2194604	2195563	+	960	9
PFLU_2024	NC_012660.1	2195560	2195679	-	120	6
PFLU_2025	NC_012660.1	2195792	2196955	-	1164	32
PFLU_2026	NC_012660.1	2196955	2198760	-	1806	86
PFLU_2027	NC_012660.1	2199019	2199747	+	729	586
PFLU_2028	NC_012660.1	2200138	2200593	+	456	80
PFLU_2029	NC_012660.1	2200691	2201029	+	339	132
PFLU_2030	NC_012660.1	2201029	2201397	+	369	40
PFLU_2031	NC_012660.1	2201400	2203166	-	1767	44
PFLU_2032	NC_012660.1	2203288	2205366	-	2079	1715
PFLU_2033	NC_012660.1	2205505	2206464	+	960	81
PFLU_2034	NC_012660.1	2206604	2207254	-	651	18
PFLU_2035	NC_012660.1	2207288	2208274	-	987	21
PFLU_2036	NC_012660.1	2208274	2209071	-	798	18
PFLU_2037	NC_012660.1	2209061	2209894	-	834	12
PFLU_2038	NC_012660.1	2209894	2210733	-	840	21
PFLU_2039	NC_012660.1	2210827	2211900	-	1074	110
PFLU_2040	NC_012660.1	2212245	2212958	+	714	36
PFLU_2041	NC_012660.1	2213121	2214032	-	912	54
PFLU_2042	NC_012660.1	2214035	2214931	-	897	79
PFLU_2043	NC_012660.1	2214931	2215674	-	744	76
PFLU_2044	NC_012660.1	2215674	2216591	-	918	59
PFLU_2045	NC_012660.1	2216614	2217171	-	558	91
PFLU_2046	NC_012660.1	2217171	2217497	-	327	30
PFLU_2047	NC_012660.1	2217497	2218030	-	534	29
PFLU_2048	NC_012660.1	2218030	2219229	-	1200	128
PFLU_2049	NC_012660.1	2219518	2220933	+	1416	7
PFLU_2050	NC_012660.1	2220933	2221544	+	612	32
PFLU_2051	NC_012660.1	2221677	2222609	-	933	24
PFLU_2052	NC_012660.1	2222646	2223575	-	930	16
PFLU_2053	NC_012660.1	2223857	2224303	-	447	6
PFLU_2054	NC_012660.1	2224398	2224766	+	369	6
PFLU_2055	NC_012660.1	2224761	2225861	-	1101	8
PFLU_2056	NC_012660.1	2225876	2227060	-	1185	16
PFLU_2057	NC_012660.1	2227101	2228240	-	1140	7
PFLU_2058	NC_012660.1	2228253	2228813	-	561	6
PFLU_2060	NC_012660.1	2229717	2230874	+	1158	174
PFLU_2061	NC_012660.1	2230927	2232732	+	1806	224
PFLU_2062	NC_012660.1	2232897	2233175	-	279	104
PFLU_2063	NC_012660.1	2233343	2234227	-	885	52
PFLU_2064	NC_012660.1	2240445	2242334	+	1890	76
PFLU_2065	NC_012660.1	2242342	2242776	-	435	11
PFLU_2066	NC_012660.1	2242839	2243303	+	465	191
PFLU_2067	NC_012660.1	2243438	2245792	+	2355	45
PFLU_2068	NC_012660.1	2245865	2246440	+	576	24
PFLU_2069	NC_012660.1	2246456	2247085	+	630	38
PFLU_2070	NC_012660.1	2247190	2247825	+	636	148
PFLU_2071	NC_012660.1	2247891	2248937	-	1047	49
PFLU_2072	NC_012660.1	2248963	2250369	-	1407	81
PFLU_2073	NC_012660.1	2250372	2251802	-	1431	69
PFLU_2074	NC_012660.1	2251802	2252902	-	1101	28
PFLU_2075	NC_012660.1	2252896	2254110	-	1215	43
PFLU_2076	NC_012660.1	2254122	2255447	-	1326	73
PFLU_2077	NC_012660.1	2255440	2256627	-	1188	48
PFLU_2078	NC_012660.1	2256630	2258618	-	1989	196
PFLU_2079	NC_012660.1	2258637	2259410	-	774	54
PFLU_2080	NC_012660.1	2259443	2260351	-	909	70
PFLU_2081	NC_012660.1	2260356	2261813	-	1458	124
PFLU_2082	NC_012660.1	2261816	2263252	-	1437	232
PFLU_2084	NC_012660.1	2263985	2264611	+	627	76
PFLU_2085	NC_012660.1	2265213	2265890	-	678	13
PFLU_2086	NC_012660.1	2265942	2266982	+	1041	47
PFLU_2087	NC_012660.1	2266922	2267833	-	912	105
PFLU_2088	NC_012660.1	2267961	2269790	-	1830	123
PFLU_2089	NC_012660.1	2269780	2270577	-	798	83
PFLU_2090	NC_012660.1	2270894	2271532	+	639	208
PFLU_2091	NC_012660.1	2271639	2272781	+	1143	144
PFLU_2092	NC_012660.1	2272781	2273506	+	726	136
PFLU_2093	NC_012660.1	2273520	2274242	+	723	70
PFLU_2094	NC_012660.1	2274242	2275375	+	1134	105
PFLU_2095	NC_012660.1	2275383	2276153	+	771	63
PFLU_2096	NC_012660.1	2276166	2277392	+	1227	117
PFLU_2097	NC_012660.1	2277392	2278003	+	612	88
PFLU_2098	NC_012660.1	2278103	2278744	+	642	169
PFLU_2099	NC_012660.1	2279017	2279823	+	807	20
PFLU_2100	NC_012660.1	2279997	2280248	+	252	19
PFLU_2101	NC_012660.1	2280471	2281397	+	927	28
PFLU_2102	NC_012660.1	2281462	2282610	-	1149	79
PFLU_2104	NC_012660.1	2282906	2283943	+	1038	28
PFLU_2105	NC_012660.1	2284249	2286264	+	2016	15
PFLU_2106	NC_012660.1	2286267	2287100	+	834	2
PFLU_2107	NC_012660.1	2287096	2287872	+	777	12
PFLU_2108	NC_012660.1	2287890	2290037	+	2148	53
PFLU_2109	NC_012660.1	2290053	2291285	-	1233	55
PFLU_2110	NC_012660.1	2291316	2292518	-	1203	14
PFLU_2111	NC_012660.1	2292518	2293783	-	1266	69
PFLU_2112	NC_012660.1	2293978	2294598	-	621	7
PFLU_2113	NC_012660.1	2294605	2295078	-	474	16
PFLU_2114	NC_012660.1	2295078	2295272	-	195	12
PFLU_2115	NC_012660.1	2295272	2295655	-	384	17
PFLU_2116	NC_012660.1	2295773	2296126	-	354	21
PFLU_2118	NC_012660.1	2297237	2298313	-	1077	43
PFLU_2119	NC_012660.1	2298472	2298771	+	300	130
PFLU_2120	NC_012660.1	2298774	2299082	+	309	18
PFLU_2121	NC_012660.1	2299085	2299750	+	666	84
PFLU_2122	NC_012660.1	2299750	2301108	+	1359	37
PFLU_2123	NC_012660.1	2301183	2303327	-	2145	27
PFLU_2124	NC_012660.1	2303554	2304873	+	1320	5
PFLU_2125	NC_012660.1	2305091	2306767	+	1677	42
PFLU_2126	NC_012660.1	2307059	2308369	-	1311	17
PFLU_2127	NC_012660.1	2308594	2308854	+	261	7
PFLU_2128	NC_012660.1	2308875	2310089	+	1215	4
PFLU_2129	NC_012660.1	2310197	2311261	+	1065	70
PFLU_2130	NC_012660.1	2311270	2311449	-	180	21
PFLU_2131	NC_012660.1	2311544	2311735	-	192	16
PFLU_2132	NC_012660.1	2311741	2311869	-	129	12
PFLU_2133	NC_012660.1	2311974	2312324	-	351	246
PFLU_2134	NC_012660.1	2312481	2313296	+	816	178
PFLU_2135	NC_012660.1	2313360	2314010	-	651	83
PFLU_2136	NC_012660.1	2314127	2314633	+	507	84
PFLU_2137	NC_012660.1	2314698	2316686	-	1989	104
PFLU_2138	NC_012660.1	2316686	2318416	-	1731	253
PFLU_2139	NC_012660.1	2318586	2319803	-	1218	39
PFLU_2140	NC_012660.1	2320032	2321183	+	1152	5
PFLU_2141	NC_012660.1	2321317	2322216	-	900	21
PFLU_2142	NC_012660.1	2322351	2322599	+	249	4
PFLU_2143	NC_012660.1	2322631	2323377	+	747	30
PFLU_2144	NC_012660.1	2323934	2324689	-	756	35
PFLU_2145	NC_012660.1	2324881	2325576	+	696	85
PFLU_2146	NC_012660.1	2325583	2326422	+	840	55
PFLU_2147	NC_012660.1	2326542	2327513	+	972	83
PFLU_2148	NC_012660.1	2327616	2328698	+	1083	58
PFLU_2149	NC_012660.1	2328830	2329681	-	852	23
PFLU_2150	NC_012660.1	2329966	2331144	-	1179	196
PFLU_2151	NC_012660.1	2331159	2331815	-	657	142
PFLU_2152	NC_012660.1	2331853	2332548	-	696	223
PFLU_2153	NC_012660.1	2332683	2333579	+	897	18
PFLU_2154	NC_012660.1	2333686	2334012	-	327	305
PFLU_2155	NC_012660.1	2334521	2335363	-	843	134
PFLU_2156	NC_012660.1	2335375	2335812	-	438	120
PFLU_2157	NC_012660.1	2335947	2337893	-	1947	68
PFLU_2158	NC_012660.1	2338064	2339209	-	1146	53
PFLU_2159	NC_012660.1	2339352	2340971	-	1620	88
PFLU_2160	NC_012660.1	2341040	2342683	-	1644	69
PFLU_2161	NC_012660.1	2342813	2343703	+	891	31
PFLU_2162	NC_012660.1	2343766	2344860	-	1095	22
PFLU_2163	NC_012660.1	2344882	2346225	-	1344	51
