Geneid	Chr	Start	End	Strand	Length	WT3_S11
PFLU_2109	NC_012660.1	2290053	2291285	-	1233	44
PFLU_2110	NC_012660.1	2291316	2292518	-	1203	52
PFLU_2111	NC_012660.1	2292518	2293783	-	1266	197
PFLU_2112	NC_012660.1	2293978	2294598	-	621	51
PFLU_2113	NC_012660.1	2294605	2295078	-	474	32
PFLU_2114	NC_012660.1	2295078	2295272	-	195	23
PFLU_2115	NC_012660.1	2295272	2295655	-	384	94
PFLU_2116	NC_012660.1	2295773	2296126	-	354	7
PFLU_2118	NC_012660.1	2297237	2298313	-	1077	61
PFLU_2119	NC_012660.1	2298472	2298771	+	300	41
PFLU_2120	NC_012660.1	2298774	2299082	+	309	8
PFLU_2121	NC_012660.1	2299085	2299750	+	666	33
PFLU_2122	NC_012660.1	2299750	2301108	+	1359	28
PFLU_2123	NC_012660.1	2301183	2303327	-	2145	104
PFLU_2124	NC_012660.1	2303554	2304873	+	1320	46
PFLU_2125	NC_012660.1	2305091	2306767	+	1677	173
PFLU_2126	NC_012660.1	2307059	2308369	-	1311	31
PFLU_2127	NC_012660.1	2308594	2308854	+	261	52
PFLU_2128	NC_012660.1	2308875	2310089	+	1215	217
PFLU_2129	NC_012660.1	2310197	2311261	+	1065	580
PFLU_2130	NC_012660.1	2311270	2311449	-	180	24
PFLU_2131	NC_012660.1	2311544	2311735	-	192	30
PFLU_2132	NC_012660.1	2311741	2311869	-	129	12
PFLU_2133	NC_012660.1	2311974	2312324	-	351	16650
PFLU_2134	NC_012660.1	2312481	2313296	+	816	1678
PFLU_2135	NC_012660.1	2313360	2314010	-	651	140
PFLU_2136	NC_012660.1	2314127	2314633	+	507	33
PFLU_2137	NC_012660.1	2314698	2316686	-	1989	113
PFLU_2138	NC_012660.1	2316686	2318416	-	1731	1229
PFLU_2139	NC_012660.1	2318586	2319803	-	1218	43
PFLU_2140	NC_012660.1	2320032	2321183	+	1152	32
PFLU_2141	NC_012660.1	2321317	2322216	-	900	63
PFLU_2142	NC_012660.1	2322351	2322599	+	249	10
PFLU_2143	NC_012660.1	2322631	2323377	+	747	242
PFLU_2144	NC_012660.1	2323934	2324689	-	756	70
PFLU_2145	NC_012660.1	2324881	2325576	+	696	133
PFLU_2146	NC_012660.1	2325583	2326422	+	840	153
PFLU_2147	NC_012660.1	2326542	2327513	+	972	357
PFLU_2148	NC_012660.1	2327616	2328698	+	1083	115
PFLU_2149	NC_012660.1	2328830	2329681	-	852	34
PFLU_2150	NC_012660.1	2329966	2331144	-	1179	308
PFLU_2151	NC_012660.1	2331159	2331815	-	657	170
PFLU_2152	NC_012660.1	2331853	2332548	-	696	509
PFLU_2153	NC_012660.1	2332683	2333579	+	897	30
PFLU_2154	NC_012660.1	2333686	2334012	-	327	2520
PFLU_2155	NC_012660.1	2334521	2335363	-	843	663
PFLU_2156	NC_012660.1	2335375	2335812	-	438	870
PFLU_2157	NC_012660.1	2335947	2337893	-	1947	188
PFLU_2158	NC_012660.1	2338064	2339209	-	1146	82
PFLU_2159	NC_012660.1	2339352	2340971	-	1620	283
PFLU_2160	NC_012660.1	2341040	2342683	-	1644	347
PFLU_2161	NC_012660.1	2342813	2343703	+	891	28
PFLU_2162	NC_012660.1	2343766	2344860	-	1095	49
PFLU_2163	NC_012660.1	2344882	2346225	-	1344	131
PFLU_2164	NC_012660.1	2346240	2346794	-	555	134
PFLU_2165	NC_012660.1	2347075	2347563	+	489	24
PFLU_2167	NC_012660.1	2348247	2348552	+	306	78
PFLU_2168	NC_012660.1	2348677	2348946	-	270	24
PFLU_2169	NC_012660.1	2349059	2350570	-	1512	290
PFLU_2170	NC_012660.1	2350729	2351709	+	981	233
PFLU_2171	NC_012660.1	2351824	2352441	+	618	8
PFLU_2172	NC_012660.1	2352500	2353669	-	1170	133
PFLU_2173	NC_012660.1	2353687	2354571	-	885	30
PFLU_2174	NC_012660.1	2354687	2356633	-	1947	232
PFLU_2175	NC_012660.1	2357443	2357841	+	399	399
PFLU_2176	NC_012660.1	2357884	2358225	+	342	266
PFLU_2177	NC_012660.1	2358235	2358843	+	609	90
PFLU_2178	NC_012660.1	2359344	2362046	+	2703	822
PFLU_2179	NC_012660.1	2362066	2362779	+	714	119
PFLU_2180	NC_012660.1	2363073	2363696	+	624	819
PFLU_2181	NC_012660.1	2363706	2367323	+	3618	517
PFLU_2182	NC_012660.1	2367430	2367870	+	441	49
PFLU_2183	NC_012660.1	2367873	2368688	-	816	115
PFLU_2184	NC_012660.1	2368937	2370016	-	1080	64
PFLU_2185	NC_012660.1	2370613	2371371	+	759	300
PFLU_2186	NC_012660.1	2371375	2371797	+	423	33
PFLU_2187	NC_012660.1	2371797	2372021	+	225	180
PFLU_2188	NC_012660.1	2372164	2372526	+	363	283
PFLU_2189	NC_012660.1	2372682	2373320	+	639	925
PFLU_2190	NC_012660.1	2373325	2375145	+	1821	164
PFLU_2191	NC_012660.1	2375181	2375738	+	558	139
PFLU_2193	NC_012660.1	2376431	2376898	-	468	43
PFLU_2195	NC_012660.1	2377821	2378441	-	621	36
PFLU_2196	NC_012660.1	2378496	2379797	-	1302	54
PFLU_2197	NC_012660.1	2379811	2380275	-	465	30
PFLU_2198	NC_012660.1	2380275	2381582	-	1308	167
PFLU_2199	NC_012660.1	2382040	2383353	-	1314	70
PFLU_2200	NC_012660.1	2383366	2384562	-	1197	51
PFLU_2201	NC_012660.1	2384571	2385884	-	1314	26
PFLU_2202	NC_012660.1	2385884	2388406	-	2523	52
PFLU_2203	NC_012660.1	2388515	2389213	-	699	5
PFLU_2204	NC_012660.1	2389362	2390381	+	1020	47
PFLU_2205	NC_012660.1	2390378	2391862	+	1485	84
PFLU_2206	NC_012660.1	2391865	2392644	-	780	104
PFLU_2207	NC_012660.1	2392750	2393586	-	837	17
PFLU_2208	NC_012660.1	2393599	2394333	-	735	359
PFLU_2209	NC_012660.1	2394623	2395705	+	1083	178
PFLU_2210	NC_012660.1	2395719	2396852	-	1134	110
PFLU_2211	NC_012660.1	2396848	2397822	-	975	234
PFLU_2212	NC_012660.1	2397801	2398817	-	1017	41
PFLU_2213	NC_012660.1	2398817	2399794	-	978	7
PFLU_2214	NC_012660.1	2399794	2400705	-	912	16
PFLU_2215	NC_012660.1	2400705	2402063	-	1359	129
PFLU_2216	NC_012660.1	2402097	2404529	-	2433	145
PFLU_2218	NC_012660.1	2404840	2405829	+	990	36
PFLU_2219	NC_012660.1	2405939	2407276	-	1338	94
PFLU_2220	NC_012660.1	2407594	2409174	+	1581	163
PFLU_2221	NC_012660.1	2409174	2410148	+	975	12
PFLU_2222	NC_012660.1	2410151	2410975	+	825	64
PFLU_2223	NC_012660.1	2410975	2412618	+	1644	123
PFLU_2224	NC_012660.1	2412614	2413486	+	873	17
PFLU_2225	NC_012660.1	2413809	2416007	+	2199	113
PFLU_2226	NC_012660.1	2416025	2417071	+	1047	21
PFLU_2227	NC_012660.1	2417071	2417988	+	918	48
PFLU_2228	NC_012660.1	2417988	2418452	+	465	7
PFLU_2229	NC_012660.1	2418517	2419374	-	858	2
PFLU_2230	NC_012660.1	2419631	2420473	+	843	61
PFLU_2231	NC_012660.1	2420538	2421386	+	849	44
PFLU_2232	NC_012660.1	2421386	2422807	+	1422	159
PFLU_2233	NC_012660.1	2422807	2424015	+	1209	3
PFLU_2234	NC_012660.1	2424015	2424746	+	732	3
PFLU_2235	NC_012660.1	2424739	2425521	+	783	4
PFLU_2236	NC_012660.1	2425511	2426344	+	834	6
PFLU_2237	NC_012660.1	2426365	2426958	+	594	6
PFLU_2238	NC_012660.1	2426958	2427611	+	654	6
PFLU_2239	NC_012660.1	2427636	2430389	+	2754	42
PFLU_2240	NC_012660.1	2430423	2431187	-	765	28
PFLU_2242	NC_012660.1	2432792	2433676	-	885	70
PFLU_2243	NC_012660.1	2433924	2434709	+	786	35
PFLU_2244	NC_012660.1	2434928	2435542	+	615	5
PFLU_2245	NC_012660.1	2435568	2437172	-	1605	503
PFLU_2246	NC_012660.1	2437717	2438232	-	516	15
PFLU_2248	NC_012660.1	2438823	2439476	-	654	1290
PFLU_2249	NC_012660.1	2439557	2441161	+	1605	248
PFLU_2250	NC_012660.1	2441288	2441611	+	324	1293
PFLU_2251	NC_012660.1	2441907	2442071	+	165	44
PFLU_2252	NC_012660.1	2442451	2442891	+	441	399
PFLU_2253	NC_012660.1	2442899	2443483	+	585	61
PFLU_2254	NC_012660.1	2443804	2445147	+	1344	683
PFLU_2255	NC_012660.1	2445170	2445844	-	675	157
PFLU_2257	NC_012660.1	2446347	2447105	+	759	86
PFLU_2258	NC_012660.1	2447234	2448244	+	1011	123
PFLU_2260	NC_012660.1	2449195	2449593	+	399	10
PFLU_2261	NC_012660.1	2449927	2450508	+	582	355
PFLU_2262	NC_012660.1	2450819	2452438	-	1620	135
PFLU_2263	NC_012660.1	2453266	2453709	+	444	66
PFLU_2264	NC_012660.1	2453980	2455386	+	1407	176
PFLU_2265	NC_012660.1	2455386	2456459	+	1074	30
PFLU_2266	NC_012660.1	2456908	2458002	+	1095	164
PFLU_2267	NC_012660.1	2458030	2461758	+	3729	206
PFLU_2268	NC_012660.1	2461792	2463372	-	1581	50
PFLU_2269	NC_012660.1	2463375	2464625	-	1251	49
PFLU_2270	NC_012660.1	2464889	2466226	-	1338	114
PFLU_2271	NC_012660.1	2466246	2468474	-	2229	695
PFLU_2272	NC_012660.1	2468477	2468929	-	453	408
PFLU_2273	NC_012660.1	2469514	2470296	+	783	449
PFLU_2274	NC_012660.1	2470257	2471069	-	813	19
PFLU_2275	NC_012660.1	2471145	2471867	-	723	4
PFLU_2276	NC_012660.1	2471882	2472154	+	273	5
PFLU_2277	NC_012660.1	2472215	2473366	+	1152	387
PFLU_2278	NC_012660.1	2473441	2475048	+	1608	204
PFLU_2279	NC_012660.1	2475092	2476126	+	1035	77
PFLU_2280	NC_012660.1	2476175	2477782	+	1608	92
PFLU_2281	NC_012660.1	2477836	2478750	+	915	24
PFLU_2282	NC_012660.1	2478767	2479603	+	837	27
PFLU_2283	NC_012660.1	2479618	2480391	+	774	32
PFLU_2284	NC_012660.1	2480595	2481503	+	909	14
PFLU_2285	NC_012660.1	2481598	2481963	+	366	7
PFLU_2286	NC_012660.1	2482007	2483806	+	1800	114
PFLU_2287	NC_012660.1	2483892	2484791	-	900	16
PFLU_2288	NC_012660.1	2484931	2486262	+	1332	62
PFLU_2289	NC_012660.1	2486262	2487533	+	1272	111
PFLU_2290	NC_012660.1	2487594	2489273	-	1680	293
PFLU_2291	NC_012660.1	2490236	2491174	-	939	31
PFLU_2292	NC_012660.1	2491284	2492780	+	1497	87
PFLU_2293	NC_012660.1	2493022	2493957	+	936	493
PFLU_2294	NC_012660.1	2494212	2495459	+	1248	1212
PFLU_2295	NC_012660.1	2495671	2497653	+	1983	213
PFLU_2296	NC_012660.1	2497674	2498591	+	918	138
PFLU_2297	NC_012660.1	2498752	2499057	-	306	52
PFLU_2298	NC_012660.1	2499545	2500678	-	1134	189
PFLU_2299	NC_012660.1	2500682	2502235	-	1554	238
PFLU_2300	NC_012660.1	2502235	2503233	-	999	159
PFLU_2301	NC_012660.1	2503462	2504775	-	1314	517
PFLU_2302	NC_012660.1	2504915	2506087	+	1173	133
PFLU_2303	NC_012660.1	2506148	2507410	-	1263	56
PFLU_2304	NC_012660.1	2507469	2509874	-	2406	736
PFLU_2305	NC_012660.1	2510148	2510891	-	744	267
PFLU_2306	NC_012660.1	2510985	2512301	-	1317	102
PFLU_2307	NC_012660.1	2512387	2513361	-	975	67
PFLU_2308	NC_012660.1	2513678	2514349	+	672	1866
PFLU_2309	NC_012660.1	2514349	2515566	+	1218	59
PFLU_2310	NC_012660.1	2515603	2516643	-	1041	370
PFLU_2313	NC_012660.1	2519063	2519545	-	483	44
PFLU_2315	NC_012660.1	2519867	2521270	+	1404	131
PFLU_2316	NC_012660.1	2521264	2521827	-	564	31
PFLU_2317	NC_012660.1	2521834	2524728	-	2895	109
PFLU_2318	NC_012660.1	2524728	2525024	-	297	8
PFLU_2319	NC_012660.1	2525041	2526279	-	1239	57
PFLU_2320	NC_012660.1	2526264	2527166	-	903	19
PFLU_2321	NC_012660.1	2527166	2528029	-	864	98
PFLU_2322	NC_012660.1	2528453	2529067	-	615	188
PFLU_2323	NC_012660.1	2529332	2530663	+	1332	22
PFLU_2324	NC_012660.1	2530689	2531594	+	906	15
PFLU_2325	NC_012660.1	2531609	2532280	+	672	34
PFLU_2326	NC_012660.1	2532298	2533617	+	1320	37
PFLU_2327	NC_012660.1	2533796	2535124	+	1329	34
PFLU_2328	NC_012660.1	2536647	2537588	-	942	46
PFLU_2329	NC_012660.1	2537656	2539332	-	1677	66
PFLU_2330	NC_012660.1	2539410	2541719	-	2310	12
PFLU_2331	NC_012660.1	2541722	2543086	-	1365	20
PFLU_2332	NC_012660.1	2543110	2543973	-	864	27
PFLU_2333	NC_012660.1	2544007	2545134	-	1128	8
PFLU_2334	NC_012660.1	2545168	2546190	-	1023	15
PFLU_2335	NC_012660.1	2546196	2547122	-	927	27
PFLU_2336	NC_012660.1	2547122	2547565	-	444	18
PFLU_2337	NC_012660.1	2547651	2548859	+	1209	65
PFLU_2338	NC_012660.1	2548831	2549487	+	657	5
PFLU_2339	NC_012660.1	2549491	2550228	+	738	19
PFLU_2340	NC_012660.1	2550349	2551500	-	1152	160
PFLU_2341	NC_012660.1	2551521	2552327	-	807	82
PFLU_2342	NC_012660.1	2552337	2553251	-	915	196
PFLU_2343	NC_012660.1	2553251	2554273	-	1023	617
PFLU_2344	NC_012660.1	2554505	2555611	-	1107	58
PFLU_2345	NC_012660.1	2555681	2555971	+	291	13
PFLU_2346	NC_012660.1	2556117	2556677	-	561	59
PFLU_2347	NC_012660.1	2556683	2557432	-	750	96
PFLU_2348	NC_012660.1	2557580	2558062	-	483	22
PFLU_2349	NC_012660.1	2558078	2559556	-	1479	162
PFLU_2350	NC_012660.1	2559556	2560401	-	846	145
PFLU_2351	NC_012660.1	2560432	2561019	-	588	61
PFLU_2352	NC_012660.1	2561276	2562178	+	903	262
PFLU_2353	NC_012660.1	2562192	2563481	+	1290	434
PFLU_2354	NC_012660.1	2563481	2564122	+	642	229
PFLU_2355	NC_012660.1	2564225	2565682	+	1458	70
PFLU_2356	NC_012660.1	2565701	2566483	+	783	45
PFLU_2357	NC_012660.1	2566792	2567568	-	777	184
PFLU_2358	NC_012660.1	2567699	2569639	-	1941	237
PFLU_2359	NC_012660.1	2569788	2570675	-	888	155
PFLU_2360	NC_012660.1	2570911	2571813	+	903	133
PFLU_2361	NC_012660.1	2571801	2572844	+	1044	1055
PFLU_2362	NC_012660.1	2572844	2573299	+	456	113
PFLU_2363	NC_012660.1	2573312	2573608	-	297	86
PFLU_2364	NC_012660.1	2573699	2574787	+	1089	83
PFLU_2365	NC_012660.1	2575069	2577201	+	2133	190
PFLU_2366	NC_012660.1	2577339	2578058	-	720	741
PFLU_2367	NC_012660.1	2578110	2579843	-	1734	231
PFLU_2368	NC_012660.1	2580037	2581356	+	1320	314
PFLU_2369	NC_012660.1	2581375	2582361	+	987	223
PFLU_2370	NC_012660.1	2582376	2583953	+	1578	594
PFLU_2371	NC_012660.1	2583973	2584833	+	861	483
PFLU_2372	NC_012660.1	2584911	2585912	+	1002	227
PFLU_2373	NC_012660.1	2585973	2587496	+	1524	415
PFLU_2374	NC_012660.1	2587509	2588474	+	966	241
PFLU_2375	NC_012660.1	2588534	2589679	-	1146	570
PFLU_2376	NC_012660.1	2589818	2590582	+	765	5478
PFLU_2378	NC_012660.1	2591180	2591773	-	594	58
PFLU_2379	NC_012660.1	2591807	2592337	-	531	11
PFLU_2380	NC_012660.1	2592337	2593335	-	999	26
PFLU_2381	NC_012660.1	2593395	2594621	+	1227	368
PFLU_2382	NC_012660.1	2594692	2595516	+	825	134
PFLU_2383	NC_012660.1	2595634	2596557	-	924	35
PFLU_2384	NC_012660.1	2596580	2597356	-	777	38
PFLU_2385	NC_012660.1	2597356	2598357	-	1002	12
PFLU_2386	NC_012660.1	2598523	2600502	+	1980	82
PFLU_2387	NC_012660.1	2601534	2601827	-	294	8
PFLU_2389	NC_012660.1	2602338	2603393	-	1056	341
PFLU_2390	NC_012660.1	2603555	2604649	+	1095	114
PFLU_2391	NC_012660.1	2604785	2605102	+	318	17
PFLU_2392	NC_012660.1	2605102	2606304	+	1203	46
PFLU_2393	NC_012660.1	2606309	2607121	+	813	16
PFLU_2394	NC_012660.1	2607402	2608271	-	870	195
PFLU_2395	NC_012660.1	2608450	2608953	+	504	39
PFLU_2396	NC_012660.1	2608937	2609878	-	942	151
PFLU_2397	NC_012660.1	2610052	2610678	+	627	62
PFLU_2398	NC_012660.1	2610678	2611352	+	675	79
PFLU_2399	NC_012660.1	2611434	2612564	+	1131	76
PFLU_2400	NC_012660.1	2613450	2613755	+	306	103
PFLU_2402	NC_012660.1	2613941	2614594	+	654	31
PFLU_2403	NC_012660.1	2614654	2615649	-	996	314
PFLU_2404	NC_012660.1	2615649	2616878	-	1230	172
PFLU_2405	NC_012660.1	2616991	2617863	+	873	27
PFLU_2406	NC_012660.1	2617899	2618327	+	429	4
PFLU_2407	NC_012660.1	2618570	2619385	-	816	136
PFLU_2408	NC_012660.1	2619477	2620865	-	1389	33
PFLU_2409	NC_012660.1	2620865	2621764	-	900	111
PFLU_2410	NC_012660.1	2621905	2622969	+	1065	238
PFLU_2411	NC_012660.1	2623141	2623437	-	297	78
PFLU_2412	NC_012660.1	2623592	2624296	+	705	163
PFLU_2413	NC_012660.1	2624296	2624838	+	543	5
PFLU_2414	NC_012660.1	2624879	2625802	+	924	63
PFLU_2415	NC_012660.1	2625810	2626403	-	594	11
PFLU_2416	NC_012660.1	2626403	2626852	-	450	1
PFLU_2417	NC_012660.1	2626946	2627374	+	429	17
PFLU_2418	NC_012660.1	2627367	2627729	-	363	7
PFLU_2419	NC_012660.1	2627878	2628324	+	447	19
PFLU_2420	NC_012660.1	2628336	2629202	+	867	3
PFLU_2421	NC_012660.1	2629202	2630260	+	1059	16
PFLU_2422	NC_012660.1	2630256	2630765	+	510	5
PFLU_2423	NC_012660.1	2630765	2633074	+	2310	410
PFLU_2424	NC_012660.1	2633906	2635321	+	1416	40
PFLU_2425	NC_012660.1	2635324	2636532	+	1209	8
PFLU_2427	NC_012660.1	2636956	2638137	+	1182	41
PFLU_2428	NC_012660.1	2638346	2650594	+	12249	616
PFLU_2432	NC_012660.1	2651797	2652396	+	600	4
PFLU_2433	NC_012660.1	2652444	2654039	+	1596	79
PFLU_2434	NC_012660.1	2654067	2655863	+	1797	23
PFLU_2435	NC_012660.1	2655878	2656300	+	423	3
PFLU_2436	NC_012660.1	2656307	2657008	+	702	32
PFLU_2437	NC_012660.1	2657053	2658750	+	1698	150
PFLU_2438	NC_012660.1	2658772	2659395	+	624	11
PFLU_2439	NC_012660.1	2659419	2659877	+	459	10
PFLU_2440	NC_012660.1	2659877	2660815	+	939	29
PFLU_2441	NC_012660.1	2660869	2661861	+	993	10
PFLU_2442	NC_012660.1	2662049	2662912	-	864	300
PFLU_2443	NC_012660.1	2663006	2663551	+	546	26
PFLU_2444	NC_012660.1	2663602	2664153	+	552	149
PFLU_2445	NC_012660.1	2664202	2664954	+	753	57
PFLU_2446	NC_012660.1	2664969	2665685	+	717	254
PFLU_2447	NC_012660.1	2665756	2666307	-	552	46
PFLU_2448	NC_012660.1	2666383	2668188	-	1806	96
PFLU_2449	NC_012660.1	2668411	2668773	+	363	79
PFLU_2450	NC_012660.1	2668769	2669071	+	303	181
PFLU_2451	NC_012660.1	2669123	2670022	-	900	51
PFLU_2452	NC_012660.1	2670079	2671980	-	1902	67
PFLU_2453	NC_012660.1	2672029	2672985	-	957	100
PFLU_2454	NC_012660.1	2673068	2673880	-	813	27
PFLU_2455	NC_012660.1	2673958	2674752	+	795	285
PFLU_2456	NC_012660.1	2675010	2676602	+	1593	246
PFLU_2457	NC_012660.1	2676647	2677963	+	1317	85
PFLU_2458	NC_012660.1	2677997	2678371	-	375	36
PFLU_2459	NC_012660.1	2678371	2678727	-	357	70
PFLU_2460	NC_012660.1	2678890	2679819	-	930	57
PFLU_2461	NC_012660.1	2679962	2680423	+	462	25
PFLU_2462	NC_012660.1	2680431	2680880	+	450	308
PFLU_2463	NC_012660.1	2680973	2681140	+	168	412
PFLU_2465	NC_012660.1	2682268	2682546	-	279	201
PFLU_2466	NC_012660.1	2682557	2682796	-	240	597
PFLU_2467	NC_012660.1	2682908	2683675	+	768	124
PFLU_2468	NC_012660.1	2683769	2683939	+	171	6
PFLU_2469	NC_012660.1	2683973	2684929	+	957	73
PFLU_2470	NC_012660.1	2684984	2686024	-	1041	81
PFLU_2471	NC_012660.1	2686042	2686986	-	945	35
PFLU_2472	NC_012660.1	2687145	2688080	-	936	34
PFLU_2473	NC_012660.1	2688291	2689598	+	1308	43
PFLU_2474	NC_012660.1	2689621	2690391	+	771	41
PFLU_2475	NC_012660.1	2690404	2691093	-	690	73
PFLU_2477	NC_012660.1	2692124	2692597	+	474	47
PFLU_2478	NC_012660.1	2692648	2693091	+	444	23
PFLU_2479	NC_012660.1	2693182	2693565	+	384	37
PFLU_2480	NC_012660.1	2693881	2694252	-	372	361
PFLU_2481	NC_012660.1	2694380	2694727	-	348	124
PFLU_2482	NC_012660.1	2695492	2696427	-	936	70
PFLU_2482A	NC_012660.1	2696533	2696988	+	456	200
PFLU_2483	NC_012660.1	2697012	2698538	-	1527	190
PFLU_2486	NC_012660.1	2699540	2701540	+	2001	299
PFLU_2487	NC_012660.1	2701915	2703051	-	1137	107
PFLU_2488	NC_012660.1	2703308	2704396	-	1089	148
PFLU_2489	NC_012660.1	2704484	2705317	-	834	113
PFLU_2490	NC_012660.1	2705729	2707048	-	1320	875
PFLU_2493	NC_012660.1	2707928	2708290	+	363	114
PFLU_2493A	NC_012660.1	2708413	2709372	-	960	76
PFLU_2495	NC_012660.1	2709567	2710157	+	591	67
PFLU_2496	NC_012660.1	2710305	2711930	+	1626	44
PFLU_2497	NC_012660.1	2712112	2713083	-	972	290
PFLU_2498	NC_012660.1	2713396	2714706	+	1311	14
PFLU_2499	NC_012660.1	2714778	2715206	-	429	56
PFLU_2500	NC_012660.1	2715293	2715454	-	162	409
PFLU_2502	NC_012660.1	2715801	2716466	-	666	85
PFLU_2504	NC_012660.1	2717430	2717876	+	447	133
PFLU_2505	NC_012660.1	2717941	2718828	-	888	60
PFLU_2506	NC_012660.1	2718961	2719986	+	1026	1040
PFLU_2507	NC_012660.1	2720042	2721001	-	960	66
PFLU_2508	NC_012660.1	2721216	2721509	+	294	1
PFLU_2509	NC_012660.1	2721646	2723724	-	2079	81
PFLU_2509A	NC_012660.1	2723833	2724219	-	387	43
PFLU_2511	NC_012660.1	2724739	2725128	+	390	216
PFLU_2512	NC_012660.1	2725128	2725961	+	834	54
PFLU_2513	NC_012660.1	2726338	2726811	-	474	21
PFLU_2515	NC_012660.1	2727119	2728429	-	1311	135
PFLU_2515A	NC_012660.1	2728628	2729395	-	768	93
PFLU_2516	NC_012660.1	2729708	2730145	-	438	32
PFLU_2517	NC_012660.1	2730145	2732025	-	1881	487
PFLU_2518	NC_012660.1	2732025	2733701	-	1677	146
PFLU_2520	NC_012660.1	2734336	2735550	+	1215	70
PFLU_2521	NC_012660.1	2735555	2736361	+	807	29
PFLU_2522	NC_012660.1	2736374	2737402	-	1029	148
PFLU_2523	NC_012660.1	2737420	2738514	-	1095	10
PFLU_2524	NC_012660.1	2738514	2739854	-	1341	15
PFLU_2525	NC_012660.1	2739854	2740144	-	291	2
PFLU_2526	NC_012660.1	2740144	2740935	-	792	7
PFLU_2527	NC_012660.1	2740943	2741785	-	843	19
PFLU_2528	NC_012660.1	2741785	2742810	-	1026	45
PFLU_2529	NC_012660.1	2743054	2743881	+	828	1073
PFLU_2530	NC_012660.1	2743942	2744604	-	663	5697
PFLU_2532	NC_012660.1	2745088	2745825	+	738	2238
PFLU_2533	NC_012660.1	2745828	2747465	-	1638	82
PFLU_2534	NC_012660.1	2747700	2748926	+	1227	100
PFLU_2535	NC_012660.1	2748932	2749276	+	345	9
PFLU_2536	NC_012660.1	2749295	2750335	+	1041	44
PFLU_2537	NC_012660.1	2750342	2751304	+	963	232
PFLU_2538	NC_012660.1	2751363	2752715	+	1353	41
PFLU_2539	NC_012660.1	2752705	2753289	-	585	57
PFLU_2540	NC_012660.1	2753430	2754599	+	1170	225
PFLU_2541	NC_012660.1	2754606	2754968	-	363	62
PFLU_2542	NC_012660.1	2754968	2755216	-	249	35
PFLU_2543	NC_012660.1	2755393	2769462	+	14070	779
PFLU_2544	NC_012660.1	2769469	2781315	+	11847	614
PFLU_2545	NC_012660.1	2781480	2783912	-	2433	409
PFLU_2546	NC_012660.1	2784026	2785675	-	1650	133
PFLU_2547	NC_012660.1	2785846	2786703	+	858	100
PFLU_2548	NC_012660.1	2788016	2788873	-	858	22
PFLU_2549	NC_012660.1	2788911	2790179	-	1269	43
PFLU_2550	NC_012660.1	2790201	2791547	-	1347	76
PFLU_2551	NC_012660.1	2791690	2793312	+	1623	55
PFLU_2552	NC_012660.1	2793746	2806627	+	12882	307
PFLU_2553	NC_012660.1	2806627	2817945	+	11319	432
PFLU_2555	NC_012660.1	2819006	2820154	+	1149	38
PFLU_2556	NC_012660.1	2820161	2822116	+	1956	85
PFLU_2557	NC_012660.1	2822193	2822864	-	672	36
PFLU_2558	NC_012660.1	2823020	2824252	-	1233	135
PFLU_2559	NC_012660.1	2824376	2824843	+	468	1130
PFLU_2561	NC_012660.1	2825281	2825715	+	435	13
PFLU_2562	NC_012660.1	2825725	2827884	-	2160	54
PFLU_2563	NC_012660.1	2827975	2828904	-	930	177
PFLU_2564	NC_012660.1	2829069	2830154	+	1086	113
PFLU_2565	NC_012660.1	2830154	2831446	+	1293	80
PFLU_2566	NC_012660.1	2831890	2833149	-	1260	496
PFLU_2567	NC_012660.1	2833273	2834163	-	891	90
PFLU_2568	NC_012660.1	2834291	2835292	+	1002	143
PFLU_2569	NC_012660.1	2835313	2836107	+	795	181
PFLU_2570	NC_012660.1	2836140	2836553	+	414	72
PFLU_2571	NC_012660.1	2836638	2838029	-	1392	216
PFLU_2572	NC_012660.1	2838010	2838690	-	681	341
PFLU_2573	NC_012660.1	2838994	2839896	+	903	1634
PFLU_2574	NC_012660.1	2840190	2841095	-	906	135
PFLU_2575	NC_012660.1	2841380	2843314	+	1935	162
PFLU_2576	NC_012660.1	2843506	2844426	+	921	69
PFLU_2577	NC_012660.1	2844426	2845211	+	786	36
PFLU_2578	NC_012660.1	2845243	2846061	+	819	42
PFLU_2579	NC_012660.1	2846121	2848049	+	1929	110
PFLU_2580	NC_012660.1	2848072	2849079	+	1008	101
PFLU_2581	NC_012660.1	2849178	2850203	+	1026	66
PFLU_2582	NC_012660.1	2850334	2850507	+	174	30
PFLU_2583	NC_012660.1	2850559	2851491	+	933	268
PFLU_2584	NC_012660.1	2851530	2853110	+	1581	1380
PFLU_2585	NC_012660.1	2853135	2854160	+	1026	206
PFLU_2586	NC_012660.1	2854584	2854985	+	402	12
PFLU_2587	NC_012660.1	2855152	2856759	+	1608	840
PFLU_2588	NC_012660.1	2856987	2857232	-	246	169
PFLU_2589	NC_012660.1	2857291	2857572	-	282	10
PFLU_2590	NC_012660.1	2857632	2857904	-	273	97
PFLU_2591	NC_012660.1	2858301	2858768	+	468	29
PFLU_2592	NC_012660.1	2858905	2859918	+	1014	410
PFLU_2593	NC_012660.1	2860062	2862218	-	2157	1045
PFLU_2594	NC_012660.1	2862284	2862688	-	405	15
PFLU_2595	NC_012660.1	2862764	2863198	+	435	65
PFLU_2596	NC_012660.1	2863233	2863562	-	330	45
