Locus Tag,Locus_Tag,Gene Name,Product Description,GO Term
PFLU0808,PFLU_0808,PFLU_0808,putative transporter-like membrane protein,FMN binding
PFLU0808,PFLU_0808,PFLU_0808,putative transporter-like membrane protein,oxidoreductase activity
PFLU0808,PFLU_0808,PFLU_0808,putative transporter-like membrane protein,oxidation-reduction process
PFLU0810,PFLU_0810,PFLU_0810,putative protease,metallopeptidase activity
PFLU0810,PFLU_0810,PFLU_0810,putative protease,calcium ion binding
PFLU0810,PFLU_0810,PFLU_0810,putative protease,extracellular space
PFLU0810,PFLU_0810,PFLU_0810,putative protease,proteolysis
PFLU0810,PFLU_0810,PFLU_0810,putative protease,zinc ion binding
PFLU0811,PFLU_0811,PFLU_0811,putative ornithine decarboxylase,polyamine biosynthetic process
PFLU0811,PFLU_0811,PFLU_0811,putative ornithine decarboxylase,catalytic activity
PFLU0812,PFLU_0812,opuBA,choline ABC transporter ATP-binding protein,ATP binding
PFLU0812,PFLU_0812,opuBA,choline ABC transporter ATP-binding protein,ATPase activity
PFLU0812,PFLU_0812,opuBA,choline ABC transporter ATP-binding protein,membrane
PFLU0812,PFLU_0812,opuBA,choline ABC transporter ATP-binding protein,glycine betaine transport
PFLU0813,PFLU_0813,PFLU_0813,putative amino acid ABC transporter membrane protein,membrane
PFLU0813,PFLU_0813,PFLU_0813,putative amino acid ABC transporter membrane protein,transmembrane transport
PFLU0814,PFLU_0814,PFLU_0814,putative amino acid ABC transporter substrate-binding protein,transmembrane transporter activity
PFLU0814,PFLU_0814,PFLU_0814,putative amino acid ABC transporter substrate-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0814,PFLU_0814,PFLU_0814,putative amino acid ABC transporter substrate-binding protein,transmembrane transport
PFLU0815,PFLU_0815,PFLU_0815,putative amino acid ABC transporter membrane protein,membrane
PFLU0815,PFLU_0815,PFLU_0815,putative amino acid ABC transporter membrane protein,transmembrane transport
PFLU0816,PFLU_0816,prfC,peptide chain release factor 3,GTPase activity
PFLU0816,PFLU_0816,prfC,peptide chain release factor 3,cytoplasm
PFLU0816,PFLU_0816,prfC,peptide chain release factor 3,translational termination
PFLU0816,PFLU_0816,prfC,peptide chain release factor 3,GTP binding
PFLU0819,PFLU_0819,dppF,dipeptide transporter ATP-binding subunit,ATP binding
PFLU0819,PFLU_0819,dppF,dipeptide transporter ATP-binding subunit,ATPase activity
PFLU0819,PFLU_0819,dppF,dipeptide transporter ATP-binding subunit,nucleotide binding
PFLU0819,PFLU_0819,dppF,dipeptide transporter ATP-binding subunit,peptide transport
PFLU0820,PFLU_0820,dppD,dipeptide ABC transporter ATP-binding protein,ATP binding
PFLU0820,PFLU_0820,dppD,dipeptide ABC transporter ATP-binding protein,ATPase activity
PFLU0820,PFLU_0820,dppD,dipeptide ABC transporter ATP-binding protein,nucleotide binding
PFLU0820,PFLU_0820,dppD,dipeptide ABC transporter ATP-binding protein,peptide transport
PFLU0821,PFLU_0821,dppC,dipeptide ABC transporter permease,membrane
PFLU0821,PFLU_0821,dppC,dipeptide ABC transporter permease,transmembrane transport
PFLU0822,PFLU_0822,dppB,dipeptide ABC transporter permease,membrane
PFLU0822,PFLU_0822,dppB,dipeptide ABC transporter permease,transmembrane transport
PFLU0823,PFLU_0823,dppA1,dipeptide ABC transporter substrate-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0823,PFLU_0823,dppA1,dipeptide ABC transporter substrate-binding protein,transmembrane transport
PFLU0824,PFLU_0824,PFLU_0824,putative outer membrane porin,integral component of membrane
PFLU0825,PFLU_0825,dppA2,dipeptide ABC transporter substrate-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0825,PFLU_0825,dppA2,dipeptide ABC transporter substrate-binding protein,transmembrane transport
PFLU0826,PFLU_0826,dppA3,dipeptide ABC transporter substrate-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0826,PFLU_0826,dppA3,dipeptide ABC transporter substrate-binding protein,transmembrane transport
PFLU0827,PFLU_0827,dppA4,dipeptide ABC transporter substrate-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0827,PFLU_0827,dppA4,dipeptide ABC transporter substrate-binding protein,transmembrane transport
PFLU0829,PFLU_0829,PFLU_0829,putative two-component system sensor kinase,phosphorelay sensor kinase activity
PFLU0829,PFLU_0829,PFLU_0829,putative two-component system sensor kinase,signal transduction
PFLU0829,PFLU_0829,PFLU_0829,putative two-component system sensor kinase,phosphorylation
PFLU0829,PFLU_0829,PFLU_0829,putative two-component system sensor kinase,"transferase activity, transferring phosphorus-containing groups"
PFLU0830,PFLU_0830,PFLU_0830,putative two-component system response regulator,phosphorelay signal transduction system
PFLU0830,PFLU_0830,PFLU_0830,putative two-component system response regulator,sequence-specific DNA binding
PFLU0831,PFLU_0831,PFLU_0831,putative ABC transporter ATP-binding protein,ATP binding
PFLU0831,PFLU_0831,PFLU_0831,putative ABC transporter ATP-binding protein,integral component of membrane
PFLU0831,PFLU_0831,PFLU_0831,putative ABC transporter ATP-binding protein,ATPase-coupled transmembrane transporter activity
PFLU0831,PFLU_0831,PFLU_0831,putative ABC transporter ATP-binding protein,transmembrane transport
PFLU0831,PFLU_0831,PFLU_0831,putative ABC transporter ATP-binding protein,ATPase activity
PFLU0833,PFLU_0833,PFLU_0833,hypothetical protein,biosynthetic process
PFLU0833,PFLU_0833,PFLU_0833,hypothetical protein,"hydrolase activity, acting on ester bonds"
PFLU0834,PFLU_0834,PFLU_0834,tryptophanyl-tRNA synthetase,nucleotide binding
PFLU0834,PFLU_0834,PFLU_0834,tryptophanyl-tRNA synthetase,tryptophan-tRNA ligase activity
PFLU0834,PFLU_0834,PFLU_0834,tryptophanyl-tRNA synthetase,ATP binding
PFLU0834,PFLU_0834,PFLU_0834,tryptophanyl-tRNA synthetase,tryptophanyl-tRNA aminoacylation
PFLU0834,PFLU_0834,PFLU_0834,tryptophanyl-tRNA synthetase,aminoacyl-tRNA ligase activity
PFLU0834,PFLU_0834,PFLU_0834,tryptophanyl-tRNA synthetase,tRNA aminoacylation for protein translation
PFLU0835,PFLU_0835,PFLU_0835,putative ATPase,ATP binding
PFLU0835,PFLU_0835,PFLU_0835,putative ATPase,ATPase activity
PFLU0835,PFLU_0835,PFLU_0835,putative ATPase,cell division
PFLU0836,PFLU_0836,PFLU_0836,AraC family transcriptional regulator,DNA-binding transcription factor activity
PFLU0836,PFLU_0836,PFLU_0836,AraC family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU0836,PFLU_0836,PFLU_0836,AraC family transcriptional regulator,sequence-specific DNA binding
PFLU0836,PFLU_0836,PFLU_0836,AraC family transcriptional regulator,DNA binding
PFLU0837,PFLU_0837,PFLU_0837,putative acyl-CoA dehydrogenase,"oxidoreductase activity, acting on the CH-CH group of donors"
PFLU0837,PFLU_0837,PFLU_0837,putative acyl-CoA dehydrogenase,flavin adenine dinucleotide binding
PFLU0837,PFLU_0837,PFLU_0837,putative acyl-CoA dehydrogenase,oxidation-reduction process
PFLU0837,PFLU_0837,PFLU_0837,putative acyl-CoA dehydrogenase,acyl-CoA dehydrogenase activity
PFLU0839,PFLU_0839,rplM,50S ribosomal protein L13,structural constituent of ribosome
PFLU0839,PFLU_0839,rplM,50S ribosomal protein L13,ribosome
PFLU0839,PFLU_0839,rplM,50S ribosomal protein L13,translation
PFLU0840,PFLU_0840,rpsI,30S ribosomal protein S9,structural constituent of ribosome
PFLU0840,PFLU_0840,rpsI,30S ribosomal protein S9,ribosome
PFLU0840,PFLU_0840,rpsI,30S ribosomal protein S9,translation
PFLU0841,PFLU_0841,petA,ubiquinol-cytochrome C reductase iron-sulfur subunit,oxidoreductase activity
PFLU0841,PFLU_0841,petA,ubiquinol-cytochrome C reductase iron-sulfur subunit,"2 iron, 2 sulfur cluster binding"
PFLU0841,PFLU_0841,petA,ubiquinol-cytochrome C reductase iron-sulfur subunit,oxidation-reduction process
PFLU0841,PFLU_0841,petA,ubiquinol-cytochrome C reductase iron-sulfur subunit,membrane
PFLU0841,PFLU_0841,petA,ubiquinol-cytochrome C reductase iron-sulfur subunit,ubiquinol-cytochrome-c reductase activity
PFLU0842,PFLU_0842,petB,cytochrome B,electron transfer activity
PFLU0842,PFLU_0842,petB,cytochrome B,membrane
PFLU0842,PFLU_0842,petB,cytochrome B,oxidoreductase activity
PFLU0842,PFLU_0842,petB,cytochrome B,"mitochondrial electron transport, ubiquinol to cytochrome c"
PFLU0842,PFLU_0842,petB,cytochrome B,ubiquinol-cytochrome-c reductase activity
PFLU0842,PFLU_0842,petB,cytochrome B,respiratory chain complex III
PFLU0842,PFLU_0842,petB,cytochrome B,respiratory electron transport chain
PFLU0843,PFLU_0843,PFLU_0843,"putative ubiquinol--cytochrome C reductase, cytochrome C1",electron transfer activity
PFLU0843,PFLU_0843,PFLU_0843,"putative ubiquinol--cytochrome C reductase, cytochrome C1",heme binding
PFLU0844,PFLU_0844,sspA,stringent starvation protein A,protein binding
PFLU0846,PFLU_0846,PFLU_0846,GntR family transcriptional regulator,DNA-binding transcription factor activity
PFLU0846,PFLU_0846,PFLU_0846,GntR family transcriptional regulator,"regulation of transcription, DNA-templated"
PFLU0849,PFLU_0849,PFLU_0849,5-dehydro-4-deoxyglucarate dehydratase,carbohydrate catabolic process
PFLU0849,PFLU_0849,PFLU_0849,5-dehydro-4-deoxyglucarate dehydratase,5-dehydro-4-deoxyglucarate dehydratase activity
PFLU0849,PFLU_0849,PFLU_0849,5-dehydro-4-deoxyglucarate dehydratase,catalytic activity
PFLU0849,PFLU_0849,PFLU_0849,5-dehydro-4-deoxyglucarate dehydratase,lyase activity
PFLU0850,PFLU_0850,PFLU_0850,putative aldehyde dehydrogenase,oxidoreductase activity
PFLU0850,PFLU_0850,PFLU_0850,putative aldehyde dehydrogenase,oxidation-reduction process
PFLU0850,PFLU_0850,PFLU_0850,putative aldehyde dehydrogenase,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
PFLU0851,PFLU_0851,PFLU_0851,putative sugar ABC transporter membrane protein,integral component of plasma membrane
PFLU0851,PFLU_0851,PFLU_0851,putative sugar ABC transporter membrane protein,transmembrane transport
PFLU0851,PFLU_0851,PFLU_0851,putative sugar ABC transporter membrane protein,integral component of membrane
PFLU0851,PFLU_0851,PFLU_0851,putative sugar ABC transporter membrane protein,transmembrane transporter activity
PFLU0852,PFLU_0852,garD,D-galactarate dehydratase,galactarate dehydratase activity
PFLU0852,PFLU_0852,garD,D-galactarate dehydratase,galactarate catabolic process
PFLU0852,PFLU_0852,garD,D-galactarate dehydratase,lyase activity
PFLU0853,PFLU_0853,PFLU_0853,hypothetical protein,phosphoserine phosphatase activity
PFLU0853,PFLU_0853,PFLU_0853,hypothetical protein,L-serine biosynthetic process
PFLU0855,PFLU_0855,PFLU_0855,hypothetical protein,N-acetyltransferase activity
PFLU0856,PFLU_0856,PFLU_0856,Membrane transport protein,integral component of membrane
PFLU0856,PFLU_0856,PFLU_0856,hypothetical protein,transmembrane transport
PFLU0857,PFLU_0857,pcaC,4-carboxymuconolactone decarboxylase,peroxiredoxin activity
PFLU0857,PFLU_0857,pcaC,4-carboxymuconolactone decarboxylase,oxidation-reduction process
PFLU0858,PFLU_0858,PFLU_0858,putative Na+/Ca+ exchanger membrane protein,integral component of membrane
PFLU0858,PFLU_0858,PFLU_0858,putative Na+/Ca+ exchanger membrane protein,transmembrane transport
PFLU0859,PFLU_0859,PFLU_0859,putative lipoprotein A-like protein,lyase activity
PFLU0860,PFLU_0860,gatB,aspartyl/glutamyl-tRNA amidotransferase subunit B,catalytic activity
PFLU0860,PFLU_0860,gatB,aspartyl/glutamyl-tRNA amidotransferase subunit B,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
PFLU0860,PFLU_0860,gatB,aspartyl/glutamyl-tRNA amidotransferase subunit B,ligase activity
PFLU0861,PFLU_0861,gatA,aspartyl/glutamyl-tRNA amidotransferase subunit A,translation
PFLU0861,PFLU_0861,gatA,aspartyl/glutamyl-tRNA amidotransferase subunit A,glutamyl-tRNA(Gln) amidotransferase complex
PFLU0861,PFLU_0861,gatA,aspartyl/glutamyl-tRNA amidotransferase subunit A,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
PFLU0862,PFLU_0862,gatC,aspartyl/glutamyl-tRNA amidotransferase subunit C,regulation of translational fidelity
PFLU0863,PFLU_0863,mreB,rod shape-determining protein MreB,cell morphogenesis
PFLU0864,PFLU_0864,mreC,rod shape-determining protein MreC,regulation of cell shape
PFLU0865,PFLU_0865,mreD,rod shape-determining protein,regulation of cell shape
PFLU0865,PFLU_0865,mreD,rod shape-determining protein,integral component of membrane
PFLU0866,PFLU_0866,PFLU_0866,Maf-like protein,nucleoside-triphosphate diphosphatase activity
PFLU0867,PFLU_0867,cafA,ribonuclease G,RNA binding
PFLU0867,PFLU_0867,cafA,ribonuclease G,ribonuclease activity
PFLU0867,PFLU_0867,cafA,ribonuclease G,RNA processing
PFLU0867,PFLU_0867,cafA,ribonuclease G,nucleic acid binding
PFLU0869,PFLU_0869,PFLU_0869,putative hydrolase,nitrogen compound metabolic process
PFLU0870,PFLU_0870,PFLU_0870,putative modulation of DNA gyrase-like protein,proteolysis
PFLU0870,PFLU_0870,PFLU_0870,putative modulation of DNA gyrase-like protein,metallopeptidase activity
PFLU0872,PFLU_0872,PFLU_0872,putative modulation of DNA gyrase-like protein,proteolysis
PFLU0872,PFLU_0872,PFLU_0872,putative modulation of DNA gyrase-like protein,metallopeptidase activity
PFLU0874,PFLU_0874,fumC,fumarate hydratase,tricarboxylic acid cycle
PFLU0874,PFLU_0874,fumC,fumarate hydratase,lyase activity
PFLU0874,PFLU_0874,fumC,fumarate hydratase,fumarate hydratase activity
PFLU0874,PFLU_0874,fumC,fumarate hydratase,fumarate metabolic process
PFLU0874,PFLU_0874,fumC,fumarate hydratase,tricarboxylic acid cycle enzyme complex
PFLU0874,PFLU_0874,fumC,fumarate hydratase,catalytic activity
PFLU0875,PFLU_0875,PFLU_0875,hypothetical protein,protein binding
PFLU0876,PFLU_0876,sodA,superoxide dismutase,superoxide dismutase activity
PFLU0876,PFLU_0876,sodA,superoxide dismutase,superoxide metabolic process
PFLU0876,PFLU_0876,sodA,superoxide dismutase,metal ion binding
PFLU0876,PFLU_0876,sodA,superoxide dismutase,oxidation-reduction process
PFLU0877,PFLU_0877,PFLU_0877,putative transporter-like membrane protein,membrane
PFLU0877,PFLU_0877,PFLU_0877,putative transporter-like membrane protein,metal ion transport
PFLU0877,PFLU_0877,PFLU_0877,putative transporter-like membrane protein,metal ion transmembrane transporter activity
PFLU0877,PFLU_0877,PFLU_0877,putative transporter-like membrane protein,transmembrane transport
PFLU0879,PFLU_0879,PFLU_0879,hypothetical protein,ATP binding
PFLU0880,PFLU_0880,ptsN,PTS system transporter subunit IIA,protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
PFLU0880,PFLU_0880,ptsN,PTS system transporter subunit IIA,phosphoenolpyruvate-dependent sugar phosphotransferase system
PFLU0881,PFLU_0881,rpoX,putative sigma-54 modulation protein,primary metabolic process
PFLU0882,PFLU_0882,rpoN,RNA polymerase factor sigma-54,DNA-binding transcription activator activity
PFLU0882,PFLU_0882,rpoN,RNA polymerase factor sigma-54,sigma factor activity
PFLU0882,PFLU_0882,rpoN,RNA polymerase factor sigma-54,DNA binding
PFLU0882,PFLU_0882,rpoN,RNA polymerase factor sigma-54,"DNA-templated transcription, initiation"
PFLU0883,PFLU_0883,PFLU_0883,putative ABC transporter ATP-binding protein,ATP binding
PFLU0883,PFLU_0883,PFLU_0883,putative ABC transporter ATP-binding protein,ATPase activity
PFLU0883,PFLU_0883,PFLU_0883,putative ABC transporter ATP-binding protein,ATP-binding cassette (ABC) transporter complex
PFLU0883,PFLU_0883,PFLU_0883,putative ABC transporter ATP-binding protein,transmembrane transport
PFLU0884,PFLU_0884,PFLU_0884,hypothetical protein,lipopolysaccharide binding
PFLU0884,PFLU_0884,PFLU_0884,hypothetical protein,lipopolysaccharide transport
PFLU0884,PFLU_0884,PFLU_0884,hypothetical protein,periplasmic space
PFLU0885,PFLU_0885,PFLU_0885,hypothetical protein,integral component of plasma membrane
PFLU0885,PFLU_0885,PFLU_0885,hypothetical protein,lipopolysaccharide transmembrane transporter activity
PFLU0885,PFLU_0885,PFLU_0885,hypothetical protein,lipopolysaccharide transport
PFLU0886,PFLU_0886,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,"hydrolase activity, acting on ester bonds"
PFLU0887,PFLU_0887,kdsD,arabinose 5-phosphate isomerase,carbohydrate metabolic process
PFLU0887,PFLU_0887,kdsD,arabinose 5-phosphate isomerase,isomerase activity
PFLU0887,PFLU_0887,kdsD,arabinose 5-phosphate isomerase,carbohydrate derivative binding
PFLU0887,PFLU_0887,kdsD,arabinose 5-phosphate isomerase,carbohydrate derivative metabolic process
PFLU0888,PFLU_0888,PFLU_0888,putative ABC transporter ATP-binding protein,ATP binding
PFLU0888,PFLU_0888,PFLU_0888,putative ABC transporter ATP-binding protein,ATPase activity
PFLU0889,PFLU_0889,PFLU_0889,putative ABC transporter membrane protein,ATP-binding cassette (ABC) transporter complex
PFLU0890,PFLU_0890,PFLU_0890,putative ABC transporter substrate-binding protein,phospholipid transport
PFLU0894,PFLU_0894,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
PFLU0894,PFLU_0894,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity
PFLU0894,PFLU_0894,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,UDP-N-acetylgalactosamine biosynthetic process
